Etunimi,Lukumäärä
Sinea,16
Sirkku-Leena,16
Sita,16
Sofiya,16
Sofya,16
Susie,16
Syksy,16
Taria,16
Terésa,16
Tomasdotter,16
Tone,16
Toni,16
Tuong,16
Vailet,16
Walma,16
Valpori,16
Wangui,16
Veera-Sofia,16
Veina,16
Xue,16
Yasin,16
Yuki,16
Zilan,16
Aadaliina,15
Aaliya,15
Abdirahim,15
Achieng,15
Adjoa,15
Agneeta,15
Aija-Riitta,15
Aina-Maria,15
Aissa,15
Akosua,15
Allida,15
Almas,15
Ambrosia,15
Amila,15
Amino,15
Ammi,15
Anabella,15
Anna-Carin,15
Anna-Ilona,15
Anna-Inkeri,15
Annalea,15
Annalena,15
Anna-Matilda,15
Anna-Pia,15
Ann-Cristine,15
Anne-Kaisa,15
Annely,15
Anne-Marjatta,15
Annemo,15
Anne-Sisko,15
Anni-Liisa,15
Ann-Maarit,15
Annuska,15
Ariadna,15
Atlanta,15
Auruura,15
Ave,15
Aveliina,15
Avelina,15
Avena,15
Awil,15
Babette,15
Basma,15
Chanette,15
Christabel,15
Christianne,15
Christie,15
Cordelia,15
Corina,15
Daga,15
Dakota,15
Daud,15
Dmitrievna,15
Donika,15
Ebru,15
Eeli,15
Eeva-Reetta,15
Eevi-Maria,15
Elita,15
Ella-Kaisa,15
Elnaz,15
Elouise,15
Elvy,15
Emma-Reetta,15
Emmeline,15
Eulaalia,15
Eva-Christina,15
Eva-Leena,15
Ewelina,15
Evilda,15
Farzana,15
Fina,15
Gertrude,15
Gillian,15
Gisele,15
Gül,15
Hamda,15
Hanna-Karoliina,15
Hanna-Pauliina,15
Hannariina,15
Hanne-Leena,15
Hansdotter,15
Heléna,15
Helja,15
Henna-Reetta,15
Henrikka,15
Heta-Maija,15
Hilla-Mari,15
Hintriikka,15
Håkansdotter,15
Iida-Elina,15
Iita-Maria,15
Ileana,15
Indiana,15
Jadele,15
Jadelina,15
Jadette,15
Jara,15
Jasemin,15
Jeela,15
Jena,15
Jenni-Leena,15
Jenny-Sofia,15
Jolene,15
Josefa,15
Josie,15
Juana,15
Jutta-Maria,15
Kaika,15
Kaintytär,15
Kaisa-Maaria,15
Kaisa-Riitta,15
Kamil,15
Keesia,15
Kristianna,15
Lakshmi,15
Larysa,15
Laulikki,15
Laurel,15
Laxmi,15
Leili,15
Leonilla,15
Levina,15
Liisa-Marja,15
Lija,15
Lili-Ann,15
Linda-Lotta,15
Linda-Sofia,15
Livian,15
Lotta-Kaisa,15
Lucía,15
Luljeta,15
Luminia,15
Lumnije,15
Ma,15
Maareta,15
Maaru,15
Maj-Leena,15
Maral,15
Marga,15
Margerita,15
Marghita,15
Mariantytär,15
Marie-Sofie,15
Mariisa,15
Márta,15
Maru,15
Marus,15
Meg,15
Merida,15
Merja-Hannele,15
Mette-Maarit,15
Mia-Maarit,15
Mikaeela,15
Milla-Maarit,15
Mirca,15
Mireka,15
Mohamoud,15
Muhiadin,15
Nadira,15
Nala,15
Nela,15
Nena,15
Niitty,15
Onnea,15
Orla,15
Orvo,15
Ottiliana,15
Pella,15
Persdotter,15
Pertintytär,15
Pike,15
Pinar,15
Piparminttu,15
Pirkko-Riitta,15
Pirpa,15
Prisca,15
Rachelle,15
Rahima,15
Reem,15
Réka,15
Riana,15
Riham,15
Riina-Liisa,15
Rika,15
Riona,15
Rolfsdotter,15
Rosiina,15
Ruusunnuppu,15
Saania,15
Saara-Lotta,15
Safiye,15
Saija-Riikka,15
Sallima,15
Samuela,15
Sandi,15
Sandra-Sofia,15
Sanna-Sofia,15
Sara-Julia,15
Sari-Maria,15
Senobia,15
Seren,15
Serenella,15
Shilan,15
Shu,15
Sievi,15
Sinem,15
Sinervo,15
Sinikukka,15
Sini-Päivikki,15
Sinitta,15
Soheila,15
Suvi-Johanna,15
Synnevi,15
Taru-Maija,15
Taru-Maria,15
Taylor,15
Tepontytär,15
Teres,15
Tetyana,15
Thuong,15
Tia-Mari,15
Tiia-Maaria,15
Tiina-Tuulia,15
Tina-Maria,15
Tirlittan,15
Tuuva,15
Ulla-Kristina,15
Ulla-May,15
Ulla-Pia,15
Ulla-Sisko,15
Vanilia,15
Vera-Maria,15
Weronica,15
Via,15
Virpa,15
Vivi-Anne,15
Viviikka,15
Vlada,15
Xiu,15
Yelena,15
Yousif,15
Zarina,15
Zena,15
Zita,15
Zlata,15
Zuzanna,15
Aale,14
Abdulahi,14
Abdulqadir,14
Adelmiina,14
Adwoa,14
Aia,14
Áile,14
Aino-Riitta,14
Aino-Sisko,14
Aira-Liisa,14
Alita,14
Allis,14
Almina,14
Amélia,14
Andra,14
Aneta,14
Angelita,14
Angie,14
Aniara,14
Anna-Lyydia,14
Anne-Katariina,14
Annita,14
Ann-Jeanette,14
Ann-Len,14
Ansela,14
Anseliina,14
Anu-Maaria,14
Anzelika,14
Anzhela,14
Asal,14
Aulona,14
Aurelie,14
Aye,14
Azadeh,14
Be,14
Bia,14
Brita-Lisa,14
Cathy,14
Catriina,14
Clementine,14
Dan,14
Daphne,14
Deanna,14
Decire,14
Denisa,14
Dima,14
Dimitrova,14
Dorcas,14
Dorina,14
Eeva-Inkeri,14
Eeva-Maaria,14
Eléonore,14
Ellika,14
Else-Mai,14
Elvine,14
Emanuela,14
Emiliana,14
Erva,14
Eva-Kristina,14
Eva-Marja,14
Evelyne,14
Fabiola,14
Familia,14
Farhiya,14
Fartuun,14
Fathi,14
Felice,14
Feodosia,14
Frieda,14
Gracia,14
Guadalupe,14
Gwen,14
Haidar,14
Hala,14
Hanna-Kaija,14
Hanna-Lea,14
Hanna-Sisko,14
Heba,14
Hebe,14
Heddy,14
Hedi,14
Hedy,14
Heli-Riitta,14
Helma,14
Helmiida,14
Helmi-Ilona,14
Helmi-Riitta,14
Henna-Emilia,14
Hermiina,14
Hilal,14
Hilla-Marja,14
Hinda,14
Hosna,14
Ida-Amanda,14
Ida-Elina,14
Iida-Kaisa,14
Iidamari,14
Iina-Maija,14
Ikraam,14
Ildikó,14
Imelda,14
Inka-Maaria,14
Inka-Sofia,14
Irma-Leena,14
Ivonne,14
Izabell,14
Janeta,14
Janiela,14
Janka,14
Jarlsdotter,14
Jarmila,14
Jennamiia,14
Jerita,14
Jillian,14
Jitta,14
Jona,14
Jonna-Julia,14
Joosefiina,14
Jormantytär,14
Juhanantytär,14
Juniper,14
Kaila,14
Kairi,14
Karma,14
Kati-Susanna,14
Katja-Helena,14
Katja-Liisa,14
Katri-Johanna,14
Keth,14
Ketsia,14
Khadijah,14
Khalil,14
Kirsti-Kaarina,14
Kjerstin,14
Kristiin,14
Kylie,14
Lada,14
Laini,14
Larin,14
Laura-Mari,14
Lavin,14
Leelia,14
Liini,14
Lyyra,14
Ma.,14
Madelén,14
Madeléne,14
Mafalda,14
Maija-Elina,14
Mai-Leena,14
Maininki,14
Mallu,14
Margalit,14
Margurite,14
Marie-Helene,14
Mariem,14
Mari-Helen,14
Mario,14
Marjo-Riina,14
Maruska,14
Matroona,14
Meli,14
Melica,14
Melitta,14
Mena,14
Michal,14
Mielo,14
Milada,14
Miliana,14
Minca,14
Mine,14
Minna-Elina,14
Minna-Marjaana,14
Minnami,14
Mirena,14
Mirjaliisa,14
Miya,14
Mumtaz,14
Mursal,14
Nadin,14
Najah,14
Nasteeho,14
Nataly,14
Nica,14
Nnenna,14
Noela,14
Noëlle,14
Otava,14
Papu,14
Peter,14
Pia-Johanna,14
Pia-Marie,14
Pia-Marja,14
Pilke,14
Piri,14
Raunontytär,14
Razia,14
Reena,14
Reeta-Mari,14
Reetriikka,14
Riija,14
Riikka-Johanna,14
Riikka-Maaria,14
Rima,14
Ritva-Maija,14
Roosa-Maija,14
Rosa-Linda,14
Rufina,14
Saana-Tuulia,14
Sadehelmi,14
Safiina,14
Sahara,14
Salam,14
Sallamaaria,14
Salla-Tuulia,14
Samina,14
Sannaliisa,14
Sanna-Riina,14
Sannika,14
Sanni-Maija,14
Saralia,14
Sarra,14
Satu-Elina,14
Say,14
Sebastian,14
Selen,14
Semra,14
Serita,14
Severina,14
Seyedeh,14
Shahnaz,14
Shams,14
Sheima,14
Shima,14
Shukrije,14
Signild,14
Silja-Riitta,14
Sofiella,14
Suraya,14
Tea-Maria,14
Teresita,14
Terje,14
Tertit,14
Tesla,14
Thora,14
Tida,14
Tiia-Maarit,14
Tiia-Mariia,14
Tikva,14
Titta-Riina,14
To,14
Towe,14
Tuli,14
Ulla-Maaria,14
Ullrika,14
Urve,14
Vaili,14
Valonia,14
Walpuri,14
Wangari,14
Viana,14
Vinja,14
Viri,14
Wiveca,14
Wiveka,14
Vlora,14
Vu,14
Yasmiin,14
Yassin,14
Zoë,14
Zsófia,14
Åse,14
Aalo,13
Aarla,13
Abdishakur,13
Adelyn,13
Afnan,13
Aino-Helena,13
Akira,13
Akseliina,13
Ala,13
Aleftina,13
Aleida,13
Aleksejevna,13
Alissia,13
Alja,13
Alviira,13
Amaliina,13
Ancelina,13
Andeliina,13
Anessa,13
Anet,13
Anida,13
Anine,13
Anisia,13
Anjatta,13
Anna-Juulia,13
Anna-Mariia,13
Ann-Christina,13
Anni-Julia,13
Annu-Maria,13
Ann-Viol,13
Anouk,13
Anrika,13
Antigona,13
Anttoniina,13
Anu-Liina,13
Anuriikka,13
Anvi,13
Anzela,13
Ara,13
Arisa,13
Asrin,13
Baran,13
Bashiir,13
Beáta,13
Benedicta,13
Benina,13
Billie,13
Biret,13
Caren,13
Charlie,13
Christell,13
Darlene,13
Debbie,13
Della,13
Delphine,13
Derin,13
Diellza,13
Diona,13
Dona,13
Doreen,13
Dorthe,13
Duong,13
Eila-Maria,13
Eirene,13
Eirin,13
Eléna,13
Elga,13
Ella-Riina,13
Elsiina,13
Emese,13
Emma-Karoliina,13
Emma-Noora,13
Emmanuela,13
Emmeliina,13
Emriikka,13
Engeliina,13
Enisa,13
Enni-Lotta,13
Essi-Lotta,13
Eva-Britt,13
Eveli,13
Fahmo,13
Farhana,13
Fatuma,13
Filomena,13
Friederike,13
Ganimete,13
Gerli,13
Giada,13
Graciela,13
Gretchen,13
Gulnara,13
Gunne-Maj,13
Habib,13
Habibo,13
Haddy,13
Hafso,13
Hanad,13
Hania,13
Hanna-Emilia,13
Hannastiina,13
Hanna-Tuulia,13
Hanne-Marie,13
Hatem,13
Havanna,13
Heidi-Marika,13
Heidi-Susanna,13
Heilimä,13
Helleka,13
Helme,13
Henna-Sofia,13
Henrintytär,13
Hentriikka,13
Hibaq,13
Ida-Julia,13
Iida-Maaria,13
Iina-Lotta,13
Ikra,13
Inci,13
Ingebritt,13
Ing-Maj,13
Ippa,13
Ivanna,13
Jaael,13
Jadelia,13
Jeniina,13
Jenilla,13
Jenna-Sofia,13
Jenni-Elina,13
Jerica,13
Jette,13
Juhani,13
Julieta,13
Juliska,13
Julitta,13
Jytte,13
Kaaren,13
Kaija-Maija,13
Kaisa-Elina,13
Kaisa-Reeta,13
Kaisu-Liisa,13
Kaitlin,13
Karela,13
Katjusha,13
Kausar,13
Khadijo,13
Kimete,13
Kirsi-Hannele,13
Kirsi-Marjaana,13
Kitti,13
Klea,13
Lalla,13
Leena-Liisa,13
Leenamari,13
Leene,13
Leina,13
Leonita,13
Leya,13
Liisamari,13
Liisa-Marjatta,13
Liliia,13
Lillie,13
Lirije,13
Liya,13
Lois,13
Loreta,13
Lori,13
Lotta-Riina,13
Louis,13
Lucienne,13
Ludmilla,13
Lusina,13
Lycke,13
Mackenzie,13
Mai-Brit,13
Mailikki,13
Maisu,13
Makreeta,13
Mansi,13
Marcusdotter,13
Marguerita,13
Mari-Anni,13
Marice,13
Maritha,13
Mari-Tuulia,13
Marja-Riikka,13
Markusdotter,13
Matja,13
Meerika,13
Meliisa,13
Melisse,13
Merethe,13
Meriella,13
Meriina,13
Merja-Terttu,13
Merjem,13
Mery,13
Mette-Maaria,13
Mia-Maija,13
Michael,13
Mila-Maria,13
Milene,13
Milly,13
Milo,13
Minna-Johanna,13
Minna-Susanna,13
Miri,13
Mirina,13
Moana,13
Monja,13
Nadina,13
Nadra,13
Nargis,13
Nathali,13
Nea-Mari,13
Nefeli,13
Nene,13
Netta-Maria,13
Nini,13
Noora-Sofia,13
Olavi,13
Olegovna,13
Outi-Mari,13
Outi-Marja,13
Pami,13
Paraskeva,13
Patience,13
Paula-Maija,13
Pirjo-Hannele,13
Pirkka,13
Päivi-Elina,13
Qing,13
Rabab,13
Rachida,13
Rafaella,13
Rahaf,13
Railikki,13
Raimontytär,13
Rama,13
Rebeka,13
Rena,13
Rhonda,13
Rida,13
Riinu,13
Rita-Maria,13
Ritja,13
Ritu,13
Ronja-Maria,13
Rosalyn,13
Rosana,13
Saarah,13
Sabirin,13
Sadat,13
Salaad,13
Salla-Marja,13
Salla-Riikka,13
Samra,13
Samuel,13
Sanaz,13
Sandrine,13
Sanna-Tuulia,13
Sarafiina,13
Saraste,13
Sari-Hannele,13
Sari-Liisa,13
Sari-Maija,13
Satu-Maaret,13
Sawsan,13
Seinab,13
Seline,13
Selmi,13
Seni,13
Senni-Sofia,13
Sergejevna,13
Sessa,13
Sevim,13
Sharona,13
Sherif,13
Shiri,13
Sila,13
Sine,13
Sini-Johanna,13
Sini-Marika,13
Sirikli,13
Sisi,13
Sisko-Helena,13
Sofia-Maria,13
Soleil,13
Suha,13
Suvimarja,13
Suvi-Pauliina,13
Sävele,13
Tanja-Maarit,13
Tao,13
Tapanintytär,13
Taru-Tuuli,13
Terhi-Liisa,13
Terhi-Marja,13
Tertta,13
Thy,13
Tiia-Riitta,13
Tiina-Elina,13
Tiinamaija,13
Tilli,13
Titta-Mari,13
Tosca,13
Trina,13
Tuuli-Mari,13
Tyti,13
Ulli,13
Vadelmiina,13
Wah,13
Veronique,13
Viivi-Lotta,13
Wiliina,13
Willa,13
Virva-Tuulia,13
Wisam,13
Xiang,13
Yaa,13
Zeineb,13
Zoey,13
Åkesdotter,13
Aadalmiina,12
Aamutähti,12
Abby,12
Abdiwali,12
Abdulkarim,12
Adeola,12
Akiliina,12
Aksana,12
Aldi,12
Alide,12
Aliide,12
Alisi,12
Almida,12
Ameli,12
Amirah,12
Anela,12
Anervo,12
Angeliki,12
Anjuli,12
Anna-Linnea,12
Annarosa,12
Ann-Cristin,12
Anne-Marit,12
Anne-Sofie,12
Annlis,12
Ann-Louis,12
Anssintytär,12
Anttuuna,12
Anu-Johanna,12
Anu-Marika,12
Anu-Marja,12
Anu-Pauliina,12
Ashraf,12
Asya,12
Aunetta,12
Auria,12
Auringonkukka,12
Aurore,12
Ayana,12
Ayat,12
Ayomide,12
Barbi,12
Batool,12
Bayan,12
Belma,12
Besarta,12
Bintou,12
Bouchra,12
Caisha,12
Canan,12
Cataleya,12
Cathrina,12
Cathryn,12
Catja,12
Charlot,12
Chatrin,12
Chen,12
Chidera,12
Christella,12
Cinderella,12
Dalal,12
Dali,12
Dang,12
Delilah,12
Didem,12
Diep,12
Dong,12
Dounia,12
Eevaliina,12
Eevariitta,12
Eh,12
Elaisa,12
Elegia,12
Eli,12
Elinore,12
Elisheva,12
Ella-Olivia,12
Elna-Maria,12
Elpi,12
Else-Britt,12
Emile,12
Emiliia,12
Emmi-Liina,12
Erda,12
Erla,12
Eva-Helena,12
Eva-Kaisa,12
Fabiana,12
Fadhil,12
Fahima,12
Fakher,12
Farahnaz,12
Felia,12
Fjolla,12
Fowsia,12
Françoise,12
Fuaad,12
Gentiana,12
Georgieva,12
Glenda,12
Grethel,12
Gry,12
Gunne,12
Gunn-Lis,12
Hagi,12
Haidi,12
Hanaa,12
Hanifa,12
Hanna-Elisa,12
Hanna-Stiina,12
Hazal,12
Heidi-Marja,12
Heini-Marja,12
Hekla,12
Heli-Johanna,12
Helmi-Lilja,12
Hillamari,12
Hristova,12
Iben,12
Iida-Eveliina,12
Iitamari,12
Ildiko,12
Iloisa,12
Indra,12
Inga-Lena,12
Inga-Maarit,12
Ingrit,12
Ipek,12
Ismael,12
Jacoba,12
Jahan,12
Jannat,12
Jasminka,12
Jazmin,12
Jenna-Maaria,12
Jenni-Liisa,12
Jenni-Maija,12
Jesmiina,12
Jila,12
Jordan,12
Junie,12
Juuliska,12
Kaija-Helena,12
Kaijaleena,12
Kaili,12
Kaire,12
Karim,12
Karliina,12
Kasmiira,12
Kasperiina,12
Kataja,12
Katerine,12
Katianna,12
Kati-Maarit,12
Kati-Mari,12
Kezia,12
Khadro,12
Kirsi-Liisa,12
Kirsi-Marika,12
Kirstin,12
Krenare,12
Kristelle,12
Kristy,12
Lai,12
Laleh,12
Lamar,12
Lani,12
Leena-Maarit,12
Leida,12
Leo,12
Leonia,12
Lillan,12
Lindsay,12
Lisandra,12
Lis-Maj,12
Liu,12
Liyana,12
Lotti,12
Lumikirsikka,12
Madlena,12
Magga,12
Mahmood,12
Maijukka,12
Maiju-Liina,12
Maika,12
Mailen,12
Maivor,12
Maj-Viol,12
Maliha,12
Marcia,12
Margeta,12
Maria-Emilia,12
Maria-Kristiina,12
Marida,12
Mariliisa,12
Marintytär,12
Mari-Sanna,12
Mari-Sisko,12
Marzieh,12
May-Gret,12
Maysa,12
Mayya,12
Meeli,12
Meera,12
Meeri-Maria,12
Melak,12
Merima,12
Merja-Helena,12
Michèle,12
Michell,12
Miima,12
Miki,12
Milica,12
Milla-Riikka,12
Minelle,12
Minya,12
Mirja-Kaarina,12
Miro,12
Mohamuud,12
Monalisa,12
Mui,12
Muktar,12
Muntaha,12
Mustaf,12
Naava,12
Nabil,12
Naila,12
Nataliina,12
Neetta,12
Nehir,12
Neili,12
Nejla,12
Neli,12
Nella-Noora,12
Nella-Sofia,12
Nicol,12
Niina-Kaisa,12
Niklasdotter,12
Nikol,12
Njambi,12
Noémi,12
Noémie,12
Nor,12
Nora-Maria,12
Omenankukka,12
Onja,12
Osmontytär,12
Oula,12
Patrica,12
Patrice,12
Pelin,12
Piia-Maarit,12
Piia-Riikka,12
Pirje,12
Pirkko-Helena,12
Pola,12
Putri,12
Päivi-Maarit,12
Päivi-Riitta,12
Rahman,12
Razan,12
Riia-Liisa,12
Rinesa,12
Rispa,12
Rista,12
Rochelle,12
Rocio,12
Roma,12
Romana,12
Roosa-Marja,12
Rosali,12
Rosa-Liina,12
Rosalind,12
Rose-Maria,12
Roswitha,12
Saadia,12
Saara-Elina,12
Sabira,12
Saffron,12
Sahal,12
Saidi,12
Saleban,12
Samir,12
Samuntytär,12
Sanita,12
Sanna-Pauliina,12
Sanna-Reetta,12
Sanya,12
Sára,12
Saraliina,12
Saramaria,12
Sara-Marie,12
Sara-Tuuli,12
Sarleena,12
Satu-Kristiina,12
Satumarja,12
Satu-Marjaana,12
Seeli,12
Seere,12
Sema,12
Sesilja,12
Shadi,12
Shaima,12
Shakila,12
Shari,12
Shkurte,12
Shpresa,12
Si,12
Sini-Maaret,12
Sinimaria,12
Sini-Meri,12
Siria,12
Skylar,12
Sofina,12
Sola,12
Soli,12
Stacy,12
Stanislava,12
Sulotar,12
Sylwia,12
Tabassum,12
Tanjaana,12
Tapio,12
Tarja-Terttu,12
Terri,12
Theresé,12
Therèse,12
Tiia-Leena,12
Tiia-Marika,12
Tiia-Sofia,12
Ting,12
Tiuhti,12
Tricia,12
Tuulimaria,12
Umayma,12
Urszula,12
Wafa,12
Valbone,12
Valentinovna,12
Vania,12
Vendi,12
Werna,12
Vilde,12
Vladislava,12
Yasmeen,12
Ye,12
Yuan,12
Zahara,12
Zana,12
Aba,11
Abdihakim,11
Abdiwahab,11
Abdiweli,11
Abrar,11
Abubakar,11
Adi,11
Aferdita,11
Afia,11
Afrodite,11
Agape,11
Agne,11
Aino-Elisa,11
Aino-Kaarina,11
Aino-Liina,11
Airin,11
Akter,11
Aleksanda,11
Alfina,11
Aliisia,11
Alliina,11
Almaz,11
Alwan,11
Alya,11
Aminah,11
Amir,11
Amorina,11
Anemone,11
Angeles,11
Angelia,11
Anica,11
Anima,11
Anna-Christina,11
Anna-Eliisa,11
Anna-Maaret,11
Annamária,11
Anna-Marjatta,11
Anna-Mia,11
Anna-Miia,11
Anna-Sara,11
Annemaj,11
Annentytär,11
Ann-Helene,11
Anni-Liina,11
Anni-Riina,11
Anni-Riitta,11
Anselica,11
Anumari,11
Araya,11
Arezo,11
Arietta,11
Arin,11
Ariya,11
Arline,11
Arwa,11
Arzu,11
Astrea,11
Augustine,11
Aveline,11
Avesta,11
Ayad,11
Bahja,11
Banu,11
Benedicte,11
Bertina,11
Bile,11
Bint,11
Bita,11
Bleona,11
Bosdotter,11
Bozena,11
Cami,11
Candice,11
Cansu,11
Cemile,11
Cheri,11
Cheyenne,11
Ching,11
Chira,11
Chrisse,11
Chun,11
Cicilia,11
Clémentine,11
Dahabo,11
Daniéla,11
Danielsdotter,11
Dareia,11
Desirè,11
Doaa,11
Dóra,11
Dragana,11
Eeva-Marjatta,11
Efua,11
Eija-Anneli,11
Eija-Marja,11
Eila-Sisko,11
Eina,11
Elana,11
Elenora,11
Eliora,11
Ella-Emilia,11
Ellenor,11
Elli-Lotta,11
Emeli,11
Emilié,11
Emmakaisa,11
Emmaliisa,11
Emma-Roosa,11
Emmeli,11
Emmi-Karoliina,11
Enni-Maija,11
Essie,11
Estela,11
Eugénie,11
Eweliina,11
Everiina,11
Evilla,11
Fabienne,11
Fang,11
Fannie,11
Fatme,11
Fatoumata,11
Felisia,11
Fen,11
Feodora,11
Fiorella,11
Fleur,11
Fouad,11
Franksdotter,11
Fransesca,11
Fria,11
Frida-Maria,11
Gail,11
Galadriel,11
Galyna,11
Ganna,11
Gianna,11
Giia,11
Gizem,11
Graziella,11
Gullbritt,11
Gunni-Maj,11
Gwendolyn,11
Haawo,11
Hadiya,11
Haider,11
Haley,11
Hameed,11
Hamide,11
Hanna-Katriina,11
Hanna-Marie,11
Hanne-Maaria,11
Hao,11
Hasna,11
Heidy,11
Heli-Maaria,11
Helve,11
Henje,11
Hento,11
Herta,11
Hibaaq,11
Hidajete,11
Hilary,11
Hilkka-Leena,11
Hilli,11
Himmi,11
Ida-Annika,11
Ida-Eveliina,11
Ida-Lina,11
Ieva,11
Iina-Kaisa,11
Ilda,11
Ingalis,11
Ingbritt,11
Inja,11
Inkaliina,11
Inkariina,11
Intisar,11
Iwona,11
Jacinda,11
Jalna,11
Janett,11
Janira,11
Jeminna,11
Jenni-Maaria,11
Jie,11
Joann,11
Joeliina,11
Joenna,11
Jolin,11
Jonna-Kaisa,11
Jouki,11
Joukontytär,11
Justyna,11
Juuli-Maria,11
Kaija-Sisko,11
Kaisla-Kerttu,11
Kalinka,11
Kamel,11
Kareem,11
Kari,11
Kata-Riina,11
Katjana,11
Katriine,11
Kawthar,11
Kha,11
Kiran,11
Kirsi-Marie,11
Kowsar,11
Kreetta-Liisa,11
Lala,11
Lale,11
Lassentytär,11
Lassintytär,11
Leea-Maria,11
Leini,11
Lembi,11
Lenny,11
Leoni,11
Liina-Kaisa,11
Liljen,11
Lillevi,11
Lippe,11
Lis-Beth,11
Lisel,11
Lona,11
Lotta-Leena,11
Lotta-Liina,11
Lul,11
Lusia,11
Maddalena,11
Madelyn,11
Magali,11
Magdalene,11
Magnolia,11
Maij-Lis,11
Maiju-Liisa,11
Majlinda,11
Maj-Louise,11
Manaal,11
Manha,11
Manon,11
Manti,11
Maram,11
Máret,11
Maricel,11
Marieke,11
Mari-Kaarina,11
Mari-Liis,11
Mari-Sofia,11
Marja-Sinikka,11
Marttina,11
Mattiina,11
Meliida,11
Mercy,11
Meri-Anna,11
Merisa,11
Merliina,11
Meryam,11
Mia-Liisa,11
Mia-Riikka,11
Michella,11
Midori,11
Miia-Leena,11
Miimi,11
Miina-Liisa,11
Milanna,11
Milja-Emilia,11
Milka-Maria,11
Millicent,11
Milva,11
Minna-Helena,11
Minnaleena,11
Minnamaija,11
Mirabel,11
Mirabelle,11
Miracle,11
Mireia,11
Mirel,11
Mirika,11
Miritza,11
Mirke,11
Mirta,11
Moona-Maria,11
Muhammad,11
Muhammed,11
Musa,11
Märit,11
Nahida,11
Najat,11
Natalina,11
Nazli,11
Neha,11
Nessi,11
Nicita,11
Nieves,11
Nima,11
Nina-Johanna,11
Nina-Marie,11
Nina-Marika,11
Njoki,11
Nola,11
Nuran,11
Nuria,11
Oda,11
Oihonna,11
Olympia,11
Ornella,11
Oskari,11
Outi-Katariina,11
Outi-Maaria,11
Paula-Riitta,11
Peeta,11
Pentintytär,11
Pertta,11
Pham,11
Pia-Christina,11
Piia-Johanna,11
Pirjo-Helena,11
Pirjoriitta,11
Pirve,11
Pouta,11
Priskilla,11
Qasim,11
Qi,11
Queen,11
Rada,11
Radha,11
Raija-Sisko,11
Raika,11
Raune,11
Raya,11
Reelika,11
Reija-Leena,11
Reijontytär,11
Reita,11
Riikkamari,11
Riikka-Sisko,11
Riikka-Susanna,11
Riina-Lotta,11
Rojin,11
Roosaliina,11
Rosamari,11
Rowena,11
Roxanna,11
Rubina,11
Ruken,11
Saabiriin,11
Saarai,11
Sabiriin,11
Sadiya,11
Saiga,11
Saija-Riitta,11
Saila-Maria,11
Saira,11
Sanra,11
Sara-Maaria,11
Sari-Sisko,11
Satu-Marika,11
Satu-Marjut,11
Satu-Tuulia,11
Seija-Sinikka,11
Sennu,11
Setareh,11
Shamsa,11
Shiva,11
Shugri,11
Sinipilvi,11
Sisko-Riitta,11
Souad,11
Steffi,11
Stella-Maria,11
Stigsdotter,11
Suhaila,11
Sumeja,11
Sumu,11
Suong,11
Susu,11
Suweyda,11
Suvi-Pilvi,11
Suzette,11
Svenja,11
Tarja-Anneli,11
Tarja-Sisko,11
Tasneem,11
Tasniim,11
Tawfik,11
Terésia,11
Terhen,11
Terhi-Tuulikki,11
Terttu-Kaarina,11
Thérése,11
Tho,11
Tiiamaria,11
Tiira,11
Tiivi,11
Tittamari,11
Toma,11
Tracey,11
Tuija-Maija,11
Tuija-Maria,11
Tulan,11
Tuula-Marjatta,11
Tuuli-Anna,11
Türkan,11
Tyttö,11
Uwase,11
Valbona,11
Valeriya,11
Valkyria,11
Wanna,11
Verla,11
Vesna,11
Viive,11
Vilja-Tuulia,11
Williina,11
Wing,11
Vira,11
Virna,11
Yada,11
Yahya,11
Yasamin,11
Yemina,11
Young,11
Yussuf,11
Zakia,11
Zeynab,11
Zineb,11
Aagot,10
Aali,10
Aarna,10
Abdel,10
Abdirazak,10
Abdulaziz,10
Adaeze,10
Adar,10
Afifa,10
Agnetta,10
Aidi,10
Aila-Maija,10
Aila-Maria,10
Aino-Lotta,10
Aino-Marjatta,10
Alara,10
Aleksi,10
Alfia,10
Alysa,10
Amanta,10
Amelina,10
Amica,10
Amiina,10
Ancelica,10
Anielka,10
Aniella,10
Aniso,10
Anjelica,10
Anna-Beata,10
Anna-Greetta,10
Anna-Johanna,10
Annalina,10
Anna-Loviisa,10
Anna-Lovisa,10
Anna-Marita,10
Anna-Roosa,10
Anna-Rosa,10
Ann-Charlotta,10
Ann-Chatrine,10
Anne-Birgitta,10
Anne-Lie,10
Anneliese,10
Anne-Riikka,10
Anne-Sophie,10
Anni-Eveliina,10
Anni-Maarit,10
Anni-Pauliina,10
Anni-Roosa,10
Annsofi,10
Anton,10
Antrea,10
Anttoona,10
Anu-Riitta,10
Anu-Tuulia,10
Arja-Helena,10
Arja-Terttu,10
Aryana,10
Askontytär,10
Atsalea,10
Aurela,10
Aurélie,10
Awuor,10
Ayah,10
Ayman,10
Ayten,10
Azalea,10
Azita,10
Bela,10
Benin,10
Besa,10
Betül,10
Bonita,10
Bricella,10
Caitlyn,10
Calista,10
Carlota,10
Catarine,10
Ceren,10
Ceres,10
Charity,10
Cherry,10
Christa-Maria,10
Cindi,10
Cleopatra,10
Connie,10
Consuelo,10
Coralie,10
Courtney,10
Danita,10
Dawood,10
Deciree,10
Deka,10
Desiren,10
